image,truth,easyocr:original,easyocr:gray,easyocr:gray_clahe,easyocr:gray_bilateral,easyocr:gray_median3,easyocr:gray_gauss3,easyocr:unsharp,easyocr:thresh_otsu,easyocr:thresh_adapt_mean,easyocr:thresh_adapt_gauss,easyocr:morph_open,easyocr:morph_close,easyocr:gamma_0.8,easyocr:gamma_1.2,easyocr:contrast_up,easyocr:bright_up,easyocr:denoise,easyocr:upscale_2x,easyocr:upscale_3x,pytesseract:original,pytesseract:gray,pytesseract:clahe,pytesseract:otsu,pytesseract:adapt_mean,pytesseract:adapt_gauss,pytesseract:gamma_0.8,pytesseract:gamma_1.2,pytesseract:contrast_up,pytesseract:bright_up,pytesseract:upscale_2x,paddleocr:original,paddleocr:gray,paddleocr:gray_clahe,paddleocr:gray_bilateral,paddleocr:gray_median3,paddleocr:gray_gauss3,paddleocr:unsharp,paddleocr:thresh_otsu,paddleocr:thresh_adapt_mean,paddleocr:thresh_adapt_gauss,paddleocr:morph_open,paddleocr:morph_close,paddleocr:gamma_0.8,paddleocr:gamma_1.2,paddleocr:contrast_up,paddleocr:bright_up,paddleocr:denoise,paddleocr:upscale_2x,paddleocr:upscale_3x,openai_vision:upscale_2x
280.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
282.png,ABC1234,0.467,0.467,0.467,0.467,0.467,0.467,0.438,0.467,0.375,0.235,0.467,0.467,0.467,0.467,0.467,0.438,0.467,0.467,0.467,0.857,0.000,0.000,0.000,0.857,0.000,0.000,0.000,0.000,0.000,0.000,0.357,0.357,0.467,0.357,0.357,0.357,0.357,0.357,0.467,0.400,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.467,0.467,1.000
289.png,HGP3157,0.500,0.429,0.571,0.375,0.500,0.857,0.571,0.571,0.714,0.714,0.714,0.571,0.571,0.571,0.429,0.571,0.429,0.571,0.571,0.444,0.571,0.750,0.286,0.500,0.714,0.571,0.375,0.571,0.500,0.857,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.857,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000
291.png,HMZ2027,0.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.429,0.286,0.250,0.308,0.875,0.000,0.286,0.714,0.875,0.400,0.714,0.286,0.100,0.000,0.000,0.429,0.286,0.000,0.000,0.000,0.000,0.714,0.857,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
292.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136
293.png,OPS9275,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.750,0.571,1.000,1.000,1.000,1.000,0.714,1.000,1.000,1.000,1.000,0.857,0.857,1.000,0.857,0.857,1.000,0.857,1.000,0.857,0.857,1.000,1.000,1.000,0.143,0.857,1.000,0.000,1.000,0.857,0.857,0.857,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
294.png,GVD4882,0.429,0.429,0.500,0.143,0.250,0.333,0.429,0.000,0.143,0.375,0.286,0.286,0.571,0.286,0.000,0.286,0.250,0.286,0.625,0.000,0.625,0.000,0.375,0.375,0.375,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.429,0.714,0.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
295.png,HDM3075,0.375,0.375,0.429,0.143,0.000,0.429,0.429,0.714,0.429,0.286,0.286,0.000,0.286,0.500,0.000,0.571,0.286,0.375,0.375,0.286,0.333,0.000,0.286,0.000,0.000,0.375,0.375,0.000,0.714,0.250,0.714,0.714,0.714,0.000,0.000,0.000,0.714,0.714,0.000,0.000,0.000,0.000,0.714,0.714,0.000,0.000,0.000,0.714,0.714,1.000
296.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
298.png,GVO4882,0.571,0.571,0.571,0.429,0.857,0.625,0.714,0.000,0.286,0.571,0.571,0.625,0.625,0.571,0.000,0.286,0.500,0.625,0.286,0.000,0.000,1.000,0.000,0.857,0.714,0.000,0.000,0.000,0.000,0.000,0.857,0.000,0.000,0.857,0.000,0.000,0.000,0.000,0.857,0.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.857,1.000
300.png,ABC1234,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.375,0.278,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,1.000,1.000,0.000,1.000,0.556,0.250,0.000,0.000,0.000,0.000,1.000,0.333,0.357,0.357,0.357,0.357,0.357,0.357,0.400,0.467,0.467,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.231,1.000
301.png,OPB2670,0.571,0.714,0.714,0.714,0.714,0.714,0.571,0.286,0.375,0.143,0.714,0.714,0.714,0.714,0.714,0.714,0.429,0.571,0.714,1.000,0.857,0.000,0.429,0.308,0.000,0.857,0.000,0.857,0.857,0.000,0.857,0.714,0.571,0.714,0.857,0.714,0.714,0.000,0.714,0.286,1.000,0.571,1.000,0.857,0.714,0.714,0.286,0.714,0.714,1.000
302.png,00S903B,0.625,0.714,0.714,0.429,0.571,0.625,0.714,0.000,0.286,0.571,0.714,0.571,0.714,0.556,0.714,0.500,0.000,0.714,0.714,0.000,0.000,0.000,0.000,0.000,0.375,0.000,0.000,0.143,0.000,0.000,0.571,0.857,0.143,0.143,0.714,0.714,0.714,0.000,0.000,0.857,0.714,0.857,0.143,0.857,0.143,0.714,0.286,0.143,0.286,1.000
306.png,OQR779,0.227,0.227,0.238,0.227,0.227,0.227,0.227,0.273,0.095,0.100,0.273,0.227,0.227,0.273,0.261,0.273,0.227,0.136,0.200,0.208,0.188,0.214,0.136,0.043,0.011,0.357,0.250,0.136,0.188,0.107,0.227,0.227,0.217,0.227,0.227,0.227,0.227,0.227,0.273,0.208,0.227,0.227,0.227,0.227,0.273,0.227,0.217,0.182,0.000,1.000
307.png,HLJ5656,0.714,0.714,1.000,1.000,0.857,0.857,0.714,1.000,0.857,1.000,0.714,1.000,1.000,1.000,0.571,0.714,0.714,0.714,0.857,0.467,1.000,0.857,0.714,0.571,0.000,0.857,0.857,0.857,0.857,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.714,1.000,1.000,1.000,1.000,1.000
335.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
336.png,HJG5203,0.857,0.857,0.571,0.571,0.714,0.714,0.857,0.000,0.571,0.571,0.857,0.571,0.714,0.857,0.571,0.714,0.714,0.750,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.857,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000
34.png,HHH9740,0.571,0.571,0.429,0.286,0.429,0.143,0.571,0.857,0.286,0.286,0.429,0.571,0.571,0.429,0.429,0.571,0.143,0.429,0.143,0.000,0.000,0.571,0.000,0.000,0.444,0.714,0.500,0.714,0.000,0.000,1.000,0.000,0.000,0.143,0.000,0.000,0.000,0.857,1.000,0.571,1.000,0.000,1.000,0.000,0.857,0.000,0.000,0.857,0.857,1.000
340.png,HBM7272,1.000,1.000,1.000,0.857,0.714,0.714,1.000,0.857,0.857,0.385,0.857,0.571,1.000,1.000,1.000,0.857,0.714,0.857,0.857,1.000,1.000,0.000,1.000,0.000,0.714,0.000,1.000,1.000,1.000,0.857,0.857,1.000,0.857,1.000,0.857,1.000,0.857,0.857,0.000,0.857,0.857,1.000,1.000,1.000,0.857,0.857,0.857,1.000,0.500,1.000
341.png,HEX0049,0.304,0.304,0.318,0.304,0.304,0.318,0.318,0.304,0.318,0.333,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,1.000,0.000,0.000,0.000,0.000,0.312,1.000,0.000,0.000,0.000,0.000,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.250,0.304,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,1.000
342.png,D049,0.750,0.750,0.750,0.750,0.750,0.600,0.750,0.500,0.500,0.750,0.600,0.750,0.750,0.750,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.250,0.750,0.000,0.750,0.750,0.000,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.750,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,1.000
343.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
35.png,FB0584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
350.png,FB0584,0.500,0.143,0.167,0.286,0.167,0.143,0.333,0.167,0.000,0.000,0.000,0.500,0.500,0.000,0.167,0.500,0.000,0.333,0.333,0.333,0.333,0.667,0.000,0.000,0.143,0.667,0.000,0.667,0.333,0.429,0.167,0.333,0.833,0.167,0.167,0.333,0.833,0.333,0.167,0.000,0.167,0.167,0.833,0.333,0.833,0.333,0.833,0.167,0.000,1.000
355.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
356.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
358.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.125,0.111,0.111,0.100,0.111,0.000,0.111,0.111,0.125,0.111,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.125,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,1.000
359.png,HEX0049,0.714,1.000,0.714,1.000,0.571,1.000,0.857,0.286,0.286,0.143,0.571,0.714,1.000,0.571,0.143,0.571,0.286,0.571,0.714,0.857,0.000,0.000,0.000,0.000,0.000,0.857,0.143,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.857,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
360.png,HBZ5102,0.857,0.857,0.571,0.714,0.857,0.857,0.857,0.625,0.000,0.286,0.714,0.857,0.857,0.857,0.714,0.857,0.286,0.714,0.714,0.714,0.857,0.714,0.625,0.500,0.000,0.000,0.750,0.625,0.857,0.714,0.714,0.857,0.857,0.429,0.857,0.714,0.714,0.857,0.750,0.571,0.857,0.857,0.714,0.714,0.857,0.857,0.000,0.571,0.714,1.000
361.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
365.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
366.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
370.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
373.png,HLF6483,1.000,0.857,0.857,0.857,0.714,1.000,0.714,0.286,0.857,0.857,0.750,0.714,0.714,0.857,1.000,0.875,1.000,0.714,0.857,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.667,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.857,0.571,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
376.png,HMG6532,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.714,0.857,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.538,0.067,0.000,0.429,0.000,0.000,0.091,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.857,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.875,1.000,1.000
377.png,OLP5551,0.571,0.571,0.714,0.286,0.000,0.429,0.571,0.429,0.286,0.571,0.429,0.000,0.143,0.857,0.286,0.714,0.000,0.429,0.714,0.429,0.571,0.429,0.286,0.571,1.000,0.857,0.571,0.429,0.571,0.571,0.000,0.000,0.857,0.000,0.000,0.000,0.000,0.714,0.857,0.714,0.000,0.000,0.000,0.000,0.857,0.429,0.000,0.000,0.000,1.000
38.png,OLP5551,0.429,0.429,0.143,0.571,0.571,0.571,0.286,0.143,0.429,0.429,0.571,0.143,0.143,0.429,0.286,0.714,0.429,0.429,0.286,0.571,0.429,0.857,0.286,0.857,0.000,0.286,0.714,0.429,0.429,0.143,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,0.857,0.286,1.000,1.000
380.png,OLP5551,1.000,1.000,0.857,1.000,1.000,1.000,1.000,1.000,0.714,0.857,0.857,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.857,0.714,0.571,0.000,0.000,0.000,0.714,0.714,0.714,0.571,0.000,0.143,0.143,0.143,1.000,0.143,0.143,0.143,0.857,1.000,0.143,0.143,0.286,0.143,0.143,0.143,0.143,0.143,0.143,0.143,1.000
381.png,OPQ8773,0.778,0.778,0.538,1.000,1.000,1.000,0.778,0.538,0.333,0.857,1.000,1.000,0.636,0.778,0.875,0.700,0.700,0.538,0.875,0.857,0.714,0.857,0.857,0.857,0.000,0.857,0.714,0.714,0.714,0.857,0.333,0.389,0.333,0.389,0.333,0.389,0.333,0.500,0.714,0.857,0.389,0.333,0.389,0.389,0.333,0.333,0.389,0.389,0.389,1.000
382.png,HBZ0833,0.714,0.714,0.571,0.429,0.571,0.571,0.429,0.714,0.571,0.429,0.429,0.571,0.714,0.571,0.571,0.714,0.714,0.857,0.571,0.714,0.857,0.714,0.857,0.857,0.714,0.714,0.714,0.857,0.857,0.571,0.143,0.714,0.143,0.143,0.714,0.714,0.714,0.857,0.857,0.714,0.143,0.714,0.143,0.143,0.857,0.143,0.857,0.714,0.714,0.000
383.png,HLF6483,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.571,1.000,0.857,0.857,0.857,0.857,1.000,0.857,0.857,0.857,0.857,0.875,0.583,0.778,0.700,0.857,0.714,0.700,0.700,1.000,0.583,0.700,1.000,0.636,0.583,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.700,1.000,0.636,1.000,1.000,0.700,1.000,0.778,1.000,1.000
386.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
390.png,HMH0942,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.875,0.875,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.875,1.000,0.286,0.286,0.000,0.143,0.000,0.200,0.286,0.000,0.000,0.286,0.000,0.438,0.467,0.389,0.636,0.412,0.133,0.438,1.000,0.438,0.538,0.133,0.467,0.467,0.438,0.538,0.467,0.467,0.438,0.389,1.000
393.png,HMH6502,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.667,1.000,0.714,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.429,0.143,0.000,0.000,0.000,0.429,0.571,0.143,0.000,0.857,0.857,0.000,0.857,0.857,0.857,0.857,0.750,1.000,1.000,0.857,0.857,0.857,0.857,1.000,0.857,1.000,0.857,0.857,1.000
395.png,HMH65,0.200,0.200,0.000,0.000,0.200,0.600,0.200,0.600,0.400,0.000,0.200,0.200,0.200,0.400,0.400,0.000,0.200,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
397.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.200,0.200,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
398.png,007,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.036,0.037,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.094,0.065,0.091,0.065,0.000,0.000,0.091,0.065,0.000,0.065,0.061,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.083,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.000,0.032,1.000
399.png,007,0.143,0.143,0.167,0.167,0.167,0.143,0.133,0.176,0.500,0.000,0.154,0.125,0.143,0.154,0.250,0.167,0.111,0.167,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.214,0.077,0.067,0.077,0.040,0.091,0.042,0.080,0.103,0.000,0.150,0.083,0.077,0.040,0.091,0.111,0.071,0.000,0.071,0.133,1.000
400.png,[error:RateLimitError],0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.045,0.091,0.136,0.045,0.045,0.000,0.000,0.091,0.045,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.091,0.045,0.000,1.000
401.png,0002,0.091,0.091,0.091,0.089,0.091,0.091,0.089,0.091,0.091,0.049,0.089,0.093,0.089,0.089,0.091,0.093,0.089,0.091,0.091,0.087,0.080,0.085,0.077,0.025,0.026,0.083,0.080,0.083,0.080,0.077,0.093,0.093,0.095,0.095,0.093,0.093,0.093,0.095,0.095,0.089,0.093,0.093,0.093,0.093,0.095,0.093,0.095,0.095,0.024,1.000
402.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.100,0.000,0.125,0.000,0.000,0.000,0.000,0.200,0.000,0.125,0.000,0.000,0.000,0.000,0.000,1.000
403.png,[error:RateLimitError],0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136,0.136,0.091,0.000,0.000,0.000,0.091,0.136,0.091,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
404.png,[error:RateLimitError],0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.107,0.071,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.107,0.097,0.121,0.094,0.091,0.182,0.121,0.107,0.107,0.094,0.176,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.094,0.097,0.097,0.097,0.097,0.129,0.097,0.067,0.129,0.107,1.000
405.png,JGN3111,0.375,0.143,0.143,0.429,0.250,0.429,0.500,0.571,0.286,0.429,0.286,0.286,0.375,0.286,0.286,0.286,0.375,0.143,0.375,0.286,0.286,0.286,0.571,0.000,0.000,0.429,0.143,0.000,0.286,0.250,0.308,0.455,0.091,0.417,0.308,0.455,0.083,1.000,0.143,0.455,0.364,0.308,0.500,0.100,0.400,0.308,0.308,0.857,0.500,1.000
409.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.200,1.000
410.png,JGN3111,0.286,0.571,0.250,0.375,0.143,0.500,0.429,0.429,0.429,0.571,0.444,0.143,0.375,0.286,0.429,0.429,0.375,0.375,0.429,0.000,0.286,0.250,0.286,0.133,0.000,0.000,0.286,0.000,0.250,0.286,0.600,0.600,0.600,0.111,0.500,0.462,0.600,1.000,0.143,0.286,0.500,0.556,0.600,0.636,0.857,0.600,0.500,0.300,0.333,1.000
412.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
424.png,KPA9789,0.429,0.429,0.429,0.143,0.286,0.143,0.429,0.000,0.143,0.000,0.429,0.143,0.143,0.286,0.286,0.571,0.000,0.714,0.286,0.000,0.143,0.000,0.000,0.200,0.143,0.143,0.000,0.111,0.143,0.091,1.000,1.000,1.000,1.000,1.000,0.778,1.000,0.000,0.545,0.583,1.000,1.000,1.000,0.875,1.000,1.000,1.000,0.571,0.714,1.000
425.png,KPA9789,0.286,0.368,0.300,0.350,0.350,0.368,0.368,0.333,0.059,0.067,0.286,0.286,0.333,0.300,0.316,0.300,0.350,0.143,0.158,0.217,0.030,0.067,0.053,0.040,0.074,0.176,0.036,0.022,0.023,0.047,0.273,0.286,0.333,0.286,0.333,0.238,0.286,0.227,0.182,0.190,0.286,0.286,0.286,0.286,0.286,0.318,0.318,0.171,0.000,1.000
427.png,H9785,0.000,0.000,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.333,0.400,0.200,0.000,0.200,0.000,0.200,0.000,0.400,0.600,0.200,0.000,0.000,0.000,0.500,0.000,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
428.png,KPA9789,0.500,0.400,0.273,0.444,0.400,0.231,0.400,0.857,0.857,0.571,0.364,0.333,0.364,0.455,0.455,0.636,0.417,1.000,0.875,0.143,0.143,0.000,0.714,0.000,0.115,0.286,0.000,0.143,0.143,0.000,0.583,0.412,0.750,0.583,0.467,0.583,0.350,0.375,0.700,0.429,0.316,0.368,0.286,0.778,0.333,0.429,0.700,0.778,0.375,1.000
429.png,KPA9789,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.143,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.714,0.000,0.000,0.857,0.714,0.571,0.429,0.857,0.000,0.714,0.000,0.857,0.857,0.429,0.714,0.857,0.857,0.045
46.png,OQR779,0.238,0.273,0.227,0.227,0.273,0.227,0.273,0.227,0.111,0.105,0.273,0.273,0.227,0.273,0.261,0.273,0.227,0.143,0.105,0.125,0.143,0.235,0.105,0.034,0.019,0.167,0.105,0.182,0.238,0.042,0.273,0.273,0.227,0.227,0.227,0.227,0.273,0.227,0.190,0.182,0.227,0.217,0.227,0.217,0.273,0.227,0.227,0.174,0.174,0.091
